pl_name,hostname,ra,dec,sy_dist,disc_year,discoverymethod,disc_facility,pl_rade,pl_bmasse,pl_orbper,pl_eqt,pl_insol,st_teff,sy_pnum,method,survey,has_distance,kepler_offset_deg,x_pc,y_pc,z_pc,within_2000_pc
HD 2039 b,HD 2039,6.0851069,-56.649988,85.6922,2002,Radial Velocity,Anglo-Australian Telescope,12.7,1999.1507,1120.0,210.84,0.3229,5945.0,1,Radial Velocity,Radial Velocity,True,119.12861795812779,46.84,4.99,-71.58,True
HAT-P-8 b,HAT-P-8,343.0414932,35.4471778,211.553,2008,Transit,HATNet,15.6926,406.8224,3.07634,1713.0,1519.9645,6200.0,1,Transit,Other transit,True,40.42803406836367,164.85,-50.27,122.69,True
K2-43 b,K2-43,169.117028,-3.9754405,182.536,2016,Transit,K2,4.51,18.5,3.471149,939.3,49.0,3840.6,2,Transit,K2,True,114.89108634205934,-178.82,34.38,-12.66,True
Kepler-1753 b,Kepler-1753,288.236664,46.6058744,707.688,2021,Transit,Kepler,2.22678077,5.59,16.00460052,583.0,27.41,5180.0,1,Transit,Kepler,True,2.707156621539009,152.15,-461.77,514.24,True
Kepler-1176 b,Kepler-1176,297.919724,45.2742038,864.699,2016,Transit,Kepler,2.45,6.57,24.1738579,595.0,26.087,5844.0,1,Transit,Kepler,True,5.194906962018621,284.92,-537.67,614.35,True
K2-126 b,K2-126,203.5467021,-13.5769705,102.953,2017,Transit,K2,1.97,4.54,7.385655,601.0,35.3,4339.0,1,Transit,K2,True,97.45249274343428,-91.74,-39.98,-24.17,True
Kepler-1263 b,Kepler-1263,286.483626,46.7526182,664.83,2016,Transit,Kepler,1.14,1.55,4.55139967,907.0,144.813,5213.0,1,Transit,Kepler,True,3.6912848199894888,129.25,-436.79,484.26,True
Kepler-1416 b,Kepler-1416,298.6634624,43.8940593,949.59,2016,Transit,Kepler,0.88,0.615,1.49514952,1870.0,2658.55,6019.0,1,Transit,Kepler,True,5.76283153783706,328.23,-600.44,658.38,True
Kepler-1542 c,Kepler-1542,285.7284757,42.6544651,399.114,2016,Transit,Kepler,0.65,0.208,2.89223021,1287.0,786.082,5564.0,4,Transit,Kepler,True,4.0244820587950745,79.57,-282.54,270.43,True
K2-85 b,K2-85,59.464829,18.4649505,97.2179,2016,Transit,K2,1.4,3.2,0.68453862616,1355.0,800.0,4232.0,1,Transit,K2,True,101.6483398895229,46.85,79.42,30.79,True
Kepler-368 c,Kepler-368,291.880018,45.3878419,770.978,2014,Transit,Kepler,3.88,14.3,72.379334,575.0,28.681,5502.0,2,Transit,Kepler,True,1.235193017262918,201.78,-502.46,548.84,True
K2-123 b,K2-123,134.4441404,21.4532748,161.555,2017,Transit,K2,2.76,8.05,30.951524,338.0,2.9,4035.0,1,Transit,K2,True,110.5567098811505,-105.29,107.35,59.09,True
Kepler-770 b,Kepler-770,286.4904589,38.374872,930.457,2016,Transit,Kepler,2.3,5.9,18.92540274,1171.0,27.736,5598.0,3,Transit,Kepler,True,6.876500948281914,207.06,-699.44,577.63,True
Kepler-1399 b,Kepler-1399,293.3116962,46.0416516,1385.7,2016,Transit,Kepler,1.25,2.1,1.638653058,1610.0,1707.252,5735.0,1,Transit,Kepler,True,2.4167054201556346,380.64,-883.34,997.49,True
Kepler-723 b,Kepler-723,284.8304434,44.6580932,1071.8,2016,Transit,Kepler,12.19,,4.082275068,1016.0,251.48,5539.0,1,Transit,Kepler,True,4.1591798024222015,195.14,-736.99,753.34,True
K2-107 b,K2-107,284.985355,-22.2934206,685.2,2017,Transit,K2,15.98,266.9772,3.313959,1649.0,1291.4267,6061.0,1,Transit,K2,True,66.99535547482104,163.93,-612.42,-259.93,True
K2-45 b,K2-45,169.6327547,-1.7740582,495.317,2016,Transit,K2,6.71,36.4,1.7292684,1073.56,100.0,4103.0,1,Transit,K2,True,112.90696513207936,-487.0,89.09,-15.33,True
K2-365 b,K2-365,238.8197061,-21.0269691,187.222,2022,Transit,K2,2.906,8.78,23.448172,,,5561.0,1,Transit,K2,True,80.8053729705092,-90.48,-149.51,-67.18,True
K2-127 b,K2-127,207.0782895,-11.5889878,709.999,2017,Transit,K2,8.37,52.9,3.588163,809.0,105.6,4575.0,1,Transit,K2,True,93.59942486990477,-619.29,-316.61,-142.63,True
K2-195 b,K2-195,199.8315191,-8.5095364,315.014,2018,Transit,K2,3.13,9.96,15.852975,720.0,66.6667,5713.0,2,Transit,K2,True,96.54585479621231,-293.07,-105.69,-46.61,True
K2-80 c,K2-80,59.037486,13.5590288,200.802,2016,Transit,K2,1.47,2.76,5.605,1002.42,166.0,5441.0,3,Transit,K2,True,105.43130763967106,100.43,167.39,47.08,True
K2-229 c,K2-229,186.8729195,-6.7218474,102.564,2018,Transit,K2,2.03,7.0,8.32727,750.0,66.0,5315.0,2,Transit,K2,True,104.53260893357857,-101.13,-12.19,-12.01,True
HAT-P-3 b,HAT-P-3,206.0940142,48.028565,134.554,2007,Transit,HATNet,10.53646,206.5895,2.8997,1189.0,176.587,5185.0,1,Transit,Other transit,True,55.51251076390892,-80.81,-39.58,100.04,True
WASP-32 b,WASP-32,3.9617073,1.2005122,275.994,2010,Transit,SuperWASP,10.76064,835.8929,2.71866,1388.0,616.33,6140.0,1,Transit,Other transit,True,77.31096261727004,275.27,19.06,5.78,True
WASP-24 b,WASP-24,227.2154975,2.343286,322.114,2010,Transit,SuperWASP,15.46842,394.1092,2.34121,1772.0,934.465,6075.0,1,Transit,Other transit,True,69.68473180582053,-218.61,-236.21,13.17,True
Kepler-65 c,Kepler-65,288.6887221,41.1511076,303.728,2012,Transit,Kepler,2.58,5.4,5.859944,1246.0,609.992,6211.0,4,Transit,Kepler,True,3.649298033691307,73.28,-216.64,199.87,True
TrES-2 b,TrES-2,286.8085258,49.3164211,215.32,2006,Transit,TrES,15.24424,473.5667,2.47063,1466.0,903.864,5850.0,1,Transit,Other transit,True,5.48869336800563,40.59,-134.37,163.28,True
Kepler-939 b,Kepler-939,293.8656181,47.0268148,2093.62,2016,Transit,Kepler,1.75,3.71,14.878296,692.0,54.19,5471.0,1,Transit,Kepler,True,3.370604795055556,577.41,-1305.1,1531.84,False
Kepler-1028 b,Kepler-1028,289.5931004,49.7812447,607.916,2016,Transit,Kepler,1.33,2.33,2.51462432,1217.0,519.636,5522.0,1,Transit,Kepler,True,5.331334586423164,131.63,-369.81,464.2,True
HAT-P-67 b,HAT-P-67,256.6107279,44.7768849,371.686,2017,Transit,HATNet,23.9872187,143.02278315,4.8101069,1903.0,2029.17,6640.0,1,Transit,Other transit,True,24.055292186442347,-61.1,-256.67,261.8,True
Kepler-1101 b,Kepler-1101,294.5693544,45.6711623,742.473,2016,Transit,Kepler,2.47,6.66,81.3151059,393.0,3.577,5614.0,1,Transit,Kepler,True,2.993608623962382,215.72,-471.85,531.12,True
Kepler-1388 b,Kepler-1388,283.3360156,47.1744499,453.795,2016,Transit,Kepler,2.59,7.22,12.2854603,434.0,17.674,4098.0,4,Transit,Kepler,True,5.761847762256005,71.15,-300.16,332.83,True
Kepler-768 b,Kepler-768,294.1156858,38.3934378,784.56,2016,Transit,Kepler,1.79,3.86,11.3910025,618.0,40.589,5108.0,1,Transit,Kepler,True,6.6296043025922655,251.24,-561.24,487.26,True
Kepler-796 b,Kepler-796,287.3078999,39.1447097,817.584,2016,Transit,Kepler,1.3,2.24,6.40087618,1109.0,962.264,5475.0,1,Transit,Kepler,True,5.909989489650017,188.64,-605.37,516.13,True
Kepler-110 b,Kepler-110,292.9291693,48.6028303,586.531,2014,Transit,Kepler,1.83,4.01,12.691112,1008.0,153.881,5960.0,2,Transit,Kepler,True,4.3874144102116865,151.11,-357.21,439.98,True
Kepler-1042 b,Kepler-1042,288.6689428,39.8239935,659.0,2016,Transit,Kepler,2.19,5.43,10.13202575,574.0,25.66,4815.0,1,Transit,Kepler,True,4.904447292536964,162.01,-479.49,422.04,True
Kepler-334 c,Kepler-334,287.1406177,47.1151153,426.59,2014,Transit,Kepler,1.43,2.63,12.758005,822.0,97.21,5828.0,3,Transit,Kepler,True,3.588158284093056,85.56,-277.41,312.57,True
Kepler-937 b,Kepler-937,294.1688142,46.7146161,1571.46,2016,Transit,Kepler,3.72,13.4,67.668827,495.0,20.627,6095.0,2,Transit,Kepler,True,3.301953092149584,441.13,-983.0,1143.94,True
Kepler-1117 b,Kepler-1117,292.0847866,49.2374206,568.487,2016,Transit,Kepler,1.11,1.41,4.79028459,938.0,194.976,5612.0,1,Transit,Kepler,True,4.8353598104986215,139.56,-343.95,430.58,True
Kepler-1789 b,Kepler-1789,282.8631419,41.7966332,611.461,2021,Transit,Kepler,2.83137505,8.4,80.23190308,380.0,4.91,5436.0,1,Transit,Kepler,True,6.298990687223539,101.48,-444.41,407.53,True
Kepler-1831 b,Kepler-1831,295.3024604,49.5890456,1053.49,2021,Transit,Kepler,1.97019818,4.54,5.78387022,1051.0,288.69,6063.0,1,Transit,Kepler,True,5.987080079381557,291.89,-617.42,802.14,True
Kepler-1245 b,Kepler-1245,290.7443078,43.260753,805.936,2016,Transit,Kepler,1.44,2.67,4.35409304,1043.0,194.344,5306.0,2,Transit,Kepler,True,1.240508692939594,207.88,-548.87,552.32,True
Kepler-114 b,Kepler-114,294.121482,48.3497977,259.533,2014,Transit,Kepler,1.26,1.09,5.188549,586.0,92.535,4605.0,3,Transit,Kepler,True,4.525692100492692,70.49,-157.42,193.93,True
Kepler-1105 b,Kepler-1105,281.1117588,42.4549698,318.004,2016,Transit,Kepler,2.01,4.7,4.421572182,729.0,47.18,4299.0,1,Transit,Kepler,True,7.223836307126768,45.22,-230.23,214.66,True
Kepler-187 b,Kepler-187,299.7964955,44.0892448,1143.0,2014,Transit,Kepler,1.41,2.57,4.938864,1244.0,902.239,6105.0,2,Transit,Kepler,True,6.54420079951295,407.96,-712.43,795.27,True
Kepler-1379 b,Kepler-1379,293.6704404,41.4102105,971.325,2016,Transit,Kepler,1.3,2.24,0.881841146,1564.0,1600.049,5188.0,1,Transit,Kepler,True,3.79144231769443,292.47,-667.2,642.48,True
Kepler-304 c,Kepler-304,294.4418031,40.5575408,434.684,2014,Transit,Kepler,2.17,5.35,5.315946,746.0,73.598,4731.0,4,Transit,Kepler,True,4.8239567391149984,136.65,-300.66,282.64,True
Kepler-1291 b,Kepler-1291,289.3770051,40.0010791,897.352,2016,Transit,Kepler,1.66,3.39,8.63043276,739.0,62.823,5216.0,1,Transit,Kepler,True,4.598912429180636,228.07,-648.46,576.82,True
Kepler-304 e,Kepler-304,294.4418031,40.5575408,434.684,2016,Transit,Kepler,1.2,1.87,1.499146953,1137.0,397.254,4817.0,4,Transit,Kepler,True,4.8239567391149984,136.65,-300.66,282.64,True
Kepler-461 b,Kepler-461,292.2490563,46.1647909,692.158,2016,Transit,Kepler,2.58,7.18,8.313783059,886.0,254.906,5634.0,1,Transit,Kepler,True,2.0021325647827037,181.51,-443.69,499.28,True
Kepler-1894 b,Kepler-1894,295.5864604,49.6668523,935.191,2021,Transit,Kepler,1.20117759,1.87,2.762660027,1231.0,544.05,5772.0,2,Transit,Kepler,True,6.154780642289074,261.41,-545.93,712.89,True
Kepler-576 b,Kepler-576,295.1828896,38.6542028,617.55,2016,Transit,Kepler,3.27,10.7,29.91136794,541.0,16.817,5672.0,1,Transit,Kepler,True,6.749148269695587,205.21,-436.43,385.73,True
Kepler-1893 b,Kepler-1893,298.4012866,44.8381709,1050.72,2021,Transit,Kepler,1.70557445,3.55,4.179369926,1194.0,478.98,5633.0,1,Transit,Kepler,True,5.508966648049621,354.39,-655.39,740.87,True
Kepler-1601 b,Kepler-1601,285.5129496,38.079839,644.456,2016,Transit,Kepler,0.82,0.477,2.20921951,1507.0,999.752,5869.0,1,Transit,Kepler,True,7.4938450173221645,135.68,-488.8,397.47,True
Kepler-1922 b,Kepler-1922,292.3303706,37.9970696,1344.29,2021,Transit,Kepler,2.29064904,5.86,13.22259998,740.0,71.11,5931.0,1,Transit,Kepler,True,6.621714461606357,402.5,-979.91,827.57,True
HD 80653 b,HD 80653,140.3390845,14.3678691,109.86,2020,Transit,K2,1.621,5.61,0.71957926,2438.0,6130.0,5959.0,2,Transit,K2,True,115.23996935187246,-81.93,67.92,27.26,True
Kepler-1542 d,Kepler-1542,285.7284757,42.6544651,399.114,2016,Transit,Kepler,0.87,0.59,5.99273738,1010.0,297.806,5564.0,4,Transit,Kepler,True,4.0244820587950745,79.57,-282.54,270.43,True
Kepler-666 b,Kepler-666,298.4568899,48.7915925,1508.71,2016,Transit,Kepler,2.4,6.35,4.49876092,1133.0,575.644,5887.0,1,Transit,Kepler,True,6.851084021577312,473.61,-873.85,1135.03,True
Kepler-211 c,Kepler-211,285.4391183,43.1685051,309.353,2014,Transit,Kepler,1.29,18.3,6.04045,841.0,95.436,5123.0,2,Transit,Kepler,True,3.9981744642067243,60.06,-217.48,211.64,True
Kepler-203 c,Kepler-203,297.089959,41.3880686,703.302,2014,Transit,Kepler,2.47,749.9,5.370647,1096.0,329.788,5821.0,3,Transit,Kepler,True,5.635791609024734,240.29,-469.76,464.99,True
GJ 674 b,GJ 674,262.1700476,-46.8989826,4.54896,2007,Radial Velocity,La Silla Observatory,3.33,11.09,4.6938,530.8,10.5165,3600.0,1,Radial Velocity,Radial Velocity,True,94.78746748003384,-0.42,-3.08,-3.32,True
OGLE-TR-182 b,OGLE-TR-182,167.3279228,-61.0952624,2501.75,2007,Transit,OGLE,12.666,320.995,3.9791,1550.0,669.0373,5924.0,1,Transit,Other transit,True,143.423834124595,-1179.78,265.27,-2190.09,False
HD 69830 c,HD 69830,124.6010091,-12.6364246,12.5591,2006,Radial Velocity,La Silla Observatory,3.46,11.8,31.56,567.04,17.417,5385.0,3,Radial Velocity,Radial Velocity,True,145.97839507043017,-6.96,10.09,-2.75,True
GJ 3021 b,GJ 3021,4.0634323,-79.8514218,17.5559,2000,Radial Velocity,La Silla Observatory,13.1,1071.04,133.71,350.0,2.7517,5540.0,1,Radial Velocity,Radial Velocity,True,130.84629027009538,3.09,0.22,-17.28,True
HD 221287 b,HD 221287,352.836223,-58.209754,55.9231,2007,Radial Velocity,La Silla Observatory,13.1,982.05,456.1,290.13,1.0624,6304.0,1,Radial Velocity,Radial Velocity,True,114.85604162403621,29.23,-3.67,-47.53,True
HD 47536 b,HD 47536,99.448958,-32.3394531,122.536,2002,Radial Velocity,La Silla Observatory,12.6,2330.0,712.13,736.52,47.5699,4380.0,1,Radial Velocity,Radial Velocity,True,165.02708876882065,-17.0,102.13,-65.55,True
HD 107148 b,HD 107148,184.8059773,-3.3199927,49.4156,2005,Radial Velocity,W. M. Keck Observatory,9.6,66.741,48.056,582.78,18.2517,5797.0,2,Radial Velocity,Radial Velocity,True,103.60314221809749,-49.16,-4.13,-2.86,True
HD 179949 b,HD 179949,288.8890182,-24.1797939,27.4573,2000,Radial Velocity,Anglo-Australian Telescope,13.9,291.12,3.092514,1590.53,1020.1193,6168.0,1,Radial Velocity,Radial Velocity,True,68.69905329910793,8.11,-23.7,-11.25,True
HD 188015 b,HD 188015,298.0191857,28.0999769,50.6706,2004,Radial Velocity,W. M. Keck Observatory,13.6,476.72,461.2,267.98,0.7914,5746.0,1,Radial Velocity,Radial Velocity,True,17.419111118484825,21.0,-39.46,23.87,True
HD 27442 b,HD 27442,64.1205476,-59.3028771,18.2704,2000,Radial Velocity,Anglo-Australian Telescope,13.5,495.8,428.1,369.62,4.3915,4846.0,1,Radial Velocity,Radial Velocity,True,148.5530098737694,4.07,8.39,-15.71,True
HD 46375 b,HD 46375,98.3030763,5.4625071,29.5529,2000,Radial Velocity,W. M. Keck Observatory,10.0,71.8,3.023573,1221.4,359.0994,5285.0,1,Radial Velocity,Radial Velocity,True,128.81607670877676,-4.25,29.11,2.81,True
HAT-P-2 b,HAT-P-2,245.1514324,41.0479601,127.774,2007,Transit,HATNet,10.659759,2866.81223114,5.6335158,1540.0,588.518,6380.0,2,Transit,Other transit,True,33.15429080302874,-40.49,-87.44,83.91,True
HD 109749 b,HD 109749,189.3173489,-40.8121458,63.0821,2005,Radial Velocity,W. M. Keck Observatory,11.1,85.8141,5.239891,1250.83,409.4961,5824.0,1,Radial Velocity,Radial Velocity,True,124.35607026237783,-47.11,-7.73,-41.23,True
HD 149143 b,HD 149143,248.2126715,2.0844547,73.2801,2005,Radial Velocity,Haute-Provence Observatory,13.6,422.7139,4.07182,1471.9,796.9815,5856.0,1,Radial Velocity,Radial Velocity,True,56.53719699745344,-27.18,-68.0,2.67,True
HD 224693 b,HD 224693,359.9749837,-22.4279999,93.5015,2006,Radial Velocity,W. M. Keck Observatory,14.0,222.481,26.6904,903.45,111.6692,5894.0,1,Radial Velocity,Radial Velocity,True,91.97455261445523,86.43,-0.04,-35.67,True
HD 231701 b,HD 231701,293.017622,16.4743566,108.877,2007,Radial Velocity,W. M. Keck Observatory,13.7,359.1479,141.63,483.27,9.1798,6101.0,1,Radial Velocity,Radial Velocity,True,28.095760818719157,40.82,-96.09,30.88,True
HIP 14810 b,HIP 14810,47.809275,21.0971302,50.48,2005,Radial Velocity,W. M. Keck Observatory,13.0,1239.537,6.673892,1048.2,201.7351,5544.0,3,Radial Velocity,Radial Velocity,True,92.93979823694904,31.63,34.89,18.17,True
HIP 14810 d,HIP 14810,47.809275,21.0971302,50.48,2009,Radial Velocity,W. M. Keck Observatory,14.1,187.5197,981.8,198.54,0.2597,5544.0,3,Radial Velocity,Radial Velocity,True,92.93979823694904,31.63,34.89,18.17,True
HD 207832 b,HD 207832,328.1517893,-26.0271749,58.9291,2012,Radial Velocity,W. M. Keck Observatory,14.2,177.9848,160.07,340.28,2.2605,5726.0,2,Radial Velocity,Radial Velocity,True,78.40350945073449,44.98,-27.94,-25.86,True
HD 37605 c,HD 37605,85.0074276,6.0595116,46.7864,2012,Radial Velocity,Multiple Observatories,13.1,1013.8777,2720.0,126.75,0.0431,5329.0,2,Radial Velocity,Radial Velocity,True,124.42536610221913,4.05,46.35,4.94,True
HD 1605 c,HD 1605,5.1317548,30.9750611,88.8047,2015,Radial Velocity,Multiple Observatories,13.0,1150.5446,2149.0,233.88,0.5026,4915.0,2,Radial Velocity,Radial Velocity,True,58.364174221103305,75.84,6.81,45.7,True
HD 55696 b,HD 55696,108.0622029,-38.174639,77.9693,2018,Radial Velocity,W. M. Keck Observatory,12.9,1357.12729789,1827.0,200.43,0.2662,6012.0,1,Radial Velocity,Radial Velocity,True,173.380245407841,-19.0,58.27,-48.19,True
HD 148164 c,HD 148164,246.4351678,11.9190729,77.1971,2018,Radial Velocity,W. M. Keck Observatory,12.8,1640.0028,5062.0,135.77,0.0565,6032.0,2,Radial Velocity,Radial Velocity,True,49.849061225867196,-30.2,-69.23,15.94,True
HD 211810 b,HD 211810,334.5286724,61.1349912,64.6353,2018,Radial Velocity,W. M. Keck Observatory,14.0,212.9461,1558.0,177.77,0.1665,5652.0,1,Radial Velocity,Radial Velocity,True,30.448331946513733,28.17,-13.42,56.6,True
HD 221416 b,HD 221416,353.0331863,-21.8012007,95.5483,2019,Transit,Transiting Exoplanet Survey Satellite (TESS),9.17,60.5,14.2767,1314.67,495.9065,5080.0,1,Transit,TESS,True,87.31491711354361,88.06,-10.76,-35.49,True
Kepler-595 c,Kepler-595,294.5703593,50.6730147,643.009,2020,Transit,Kepler,1.009,3.3,12.38602,679.0,50.23,5138.5,2,Transit,Kepler,True,6.70865955068132,169.44,-370.6,497.39,True
Kepler-595 b,Kepler-595,294.5703593,50.6730147,643.009,2016,Transit,Kepler,3.708,17.4,25.3029092,535.0,17.382,5138.5,2,Transit,Kepler,True,6.70865955068132,169.44,-370.6,497.39,True
PSR B1257+12 b,PSR B1257+12,195.0149029,12.6823534,600.0,1994,Pulsar Timing,Arecibo Observatory,0.338,0.02,25.262,,,,3,Other,Other,True,85.10369502049195,-565.38,-151.65,131.73,True
PSR B1257+12 c,PSR B1257+12,195.0149029,12.6823534,600.0,1992,Pulsar Timing,Arecibo Observatory,1.91,4.3,66.5419,,,,3,Other,Other,True,85.10369502049195,-565.38,-151.65,131.73,True
OGLE-TR-211 b,OGLE-TR-211,160.0598236,-62.4555353,1515.26,2007,Transit,OGLE,15.244,327.351,3.67724,1686.0,710.2804,6325.0,1,Transit,Other transit,True,146.73471029733744,-658.7,238.97,-1343.51,True
Lupus-TR-3 b,Lupus-TR-3,232.5774696,-42.9799461,773.409,2007,Transit,Multiple Observatories,9.976,257.431,3.91405,1013.56,15.9599,5000.0,1,Transit,Other transit,True,101.65467519172778,-343.84,-449.36,-527.27,True
2MASS J04414489+2301513 b,2MASS J04414489+2301513,70.4371079,23.0308544,120.42398696,2010,Imaging,Hubble Space Telescope,12.6,2383.6,,17.6,0.0,2936.0,1,Imaging,Imaging,True,103.1159600700171,37.11,104.43,47.11,True
WASP-21 b,WASP-21,347.4928024,18.3961597,258.426,2010,Transit,SuperWASP,11.99,95.345,4.322482,1333.0,705.0438,5800.0,1,Transit,Other transit,True,53.734326362876054,239.4,-53.11,81.56,True
CoRoT-10 b,CoRoT-10,291.0636813,0.7460143,338.386,2010,Transit,CoRoT,10.87,874.0,13.2406,600.0,16.1089,5075.0,1,Transit,Other transit,True,43.75540395204535,121.61,-315.75,4.41,True
CoRoT-12 b,CoRoT-12,100.7656871,-1.2964437,1126.37,2010,Transit,CoRoT,16.14,291.438,2.828042,1442.0,661.1334,5675.0,1,Transit,Other transit,True,135.91478963339168,-210.34,1106.26,-25.48,True
CoRoT-13 b,CoRoT-13,102.7211432,-5.0864557,1148.93,2010,Transit,CoRoT,9.92,415.704,4.03519,1700.0,546.5339,5945.0,1,Transit,Other transit,True,139.97493490651226,-252.01,1116.31,-101.86,True
HD 285968 b,HD 285968,70.7353853,18.953358,9.47045,2008,Radial Velocity,La Silla Observatory,2.83,8.4,8.7836,450.0,5.0456,3703.49,1,Radial Velocity,Radial Velocity,True,106.83543510107948,2.96,8.46,3.08,True
HD 205739 b,HD 205739,324.5351273,-31.7378373,92.5087,2008,Radial Velocity,Las Campanas Observatory,13.6,435.41,279.8,362.84,2.8535,6176.0,1,Radial Velocity,Radial Velocity,True,82.24340681555879,64.08,-45.65,-48.66,True
CoRoT-3 b,CoRoT-3,292.0552827,0.1218359,768.771,2008,Transit,CoRoT,11.32,6883.91,4.2568,1695.0,735.4472,6740.0,1,Transit,Other transit,True,44.39532042292876,288.67,-712.51,1.63,True
HD 16417 b,HD 16417,39.2441029,-34.5790905,25.3936,2008,Radial Velocity,Anglo-Australian Telescope,5.0,22.1,17.24,964.0,141.5514,5841.0,1,Radial Velocity,Radial Velocity,True,125.7949186849812,16.19,13.23,-14.41,True
AB Pic b,AB Pic,94.8039208,-58.0541184,50.0475,2005,Imaging,Paranal Observatory,12.3,4290.5,,15.8,0.0,5285.0,1,Imaging,Imaging,True,163.29102870143527,-2.22,26.39,-42.47,True
CT Cha b,CT Cha,166.0375038,-76.4553693,190.72,2007,Imaging,Paranal Observatory,24.66,5403.0,,2600.0,0.0,4403.0,1,Imaging,Imaging,True,140.92677530145392,-43.35,10.78,-185.42,True
HD 9446 b,HD 9446,23.3350424,29.2649187,50.3503,2009,Radial Velocity,Haute-Provence Observatory,14.0,222.472,30.052,642.55,30.7942,5793.0,2,Radial Velocity,Radial Velocity,True,71.71937761829008,40.33,17.4,24.61,True
Kepler-4 b,Kepler-4,285.6154492,50.1357712,487.916,2009,Transit,Kepler,4.002,24.472,3.21346,1650.0,1245.431,5857.0,1,Transit,Kepler,True,6.591014035506553,84.18,-301.2,374.51,True
GJ 876 c,GJ 876,343.3239737,-14.2665958,4.67517,2000,Radial Velocity,Multiple Observatories,14.0,226.9846,30.0881,241.66,0.7384,3293.74,4,Radial Velocity,Radial Velocity,True,75.72514962460356,4.34,-1.3,-1.15,True
HIP 79431 b,HIP 79431,243.1742467,-18.8764247,14.5324,2009,Radial Velocity,W. M. Keck Observatory,13.4,667.415,111.7,177.42,0.2179,3191.0,1,Radial Velocity,Radial Velocity,True,76.74700268877315,-6.21,-12.27,-4.7,True
TOI-907.01,TOI-907,262.1834072,-62.840383,312.529,2024,Transit,Transiting Exoplanet Survey Satellite (TESS),9.6158851,67.0,4.5849129,1846.6,1729.6714,6272.0,1,Transit,TESS,True,109.72201249862539,-19.4,-141.33,-278.07,True
WASP-31 b,WASP-31,169.4388603,-19.0547781,383.829,2010,Transit,SuperWASP,17.363,151.916,3.4059096,1423.7,970.9417,6302.0,1,Transit,Other transit,True,125.33424093748039,-356.65,66.5,-125.31,True
24 Sex b,24 Sex,155.8684866,-0.9023998,72.0691,2010,Radial Velocity,Lick Observatory,13.4,632.46,452.8,471.32,8.2099,5098.0,2,Radial Velocity,Radial Velocity,True,120.90000398371537,-65.76,29.46,-1.14,True
WASP-37 b,WASP-37,221.9438866,1.0650227,392.791,2010,Transit,SuperWASP,13.002,572.07,3.577469,1232.5,545.3338,5800.0,1,Transit,Other transit,True,74.22814010418125,-292.11,-262.5,7.3,True
Kepler-9 d,Kepler-9,285.5739904,38.4008192,628.257,2010,Transit,Kepler,1.64,8.41466053,1.592851,2026.0,1339.658,5777.0,3,Transit,Kepler,True,7.191684024132342,132.19,-474.28,390.25,True
KOI-217 b,KOI-217,294.8654667,46.2858128,914.699,2010,Transit,Kepler,12.442,,3.90512,1046.0,272.033,5545.0,1,Transit,Kepler,True,3.446477934703755,265.8,-573.51,661.14,True
HD 90156 b,HD 90156,155.9801144,-29.645103,21.9496,2011,Radial Velocity,La Silla Observatory,4.43,17.98,49.77,518.01,11.52,5599.0,1,Radial Velocity,Radial Velocity,True,141.50038385843064,-17.42,7.77,-10.86,True
HD 177830 c,HD 177830,286.3363574,25.9204327,62.7674,2010,Radial Velocity,W. M. Keck Observatory,7.87,47.6725,110.9,538.95,18.3487,4949.0,2,Radial Velocity,Radial Velocity,True,18.90611177497253,15.88,-54.17,27.44,True
ups And b,ups And,24.1983534,41.4038147,13.4054,1996,Radial Velocity,Lick Observatory,14.0,218.531,4.617033,1523.73,955.9835,6156.77,3,Radial Velocity,Radial Velocity,True,64.49438654022607,9.17,4.12,8.87,True
ups And d,ups And,24.1983534,41.4038147,13.4054,1999,Radial Velocity,Multiple Observatories,12.5,3257.74117175,1276.46,233.9,0.5308,6156.77,3,Radial Velocity,Radial Velocity,True,64.49438654022607,9.17,4.12,8.87,True
OGLE-2017-BLG-0373L b,OGLE-2017-BLG-0373L,269.3294067,-31.9517231,5915.0,2018,Microlensing,OGLE,14.0,127.0,,,,,1,Microlensing,Microlensing,True,78.8848360904376,-58.74,-5018.5,-3130.24,False
Kepler-1737 b,Kepler-1737,297.0148111,47.486417,,2021,Transit,Kepler,5.395,25.1,64.61750031,383.0,5.09,5043.0,1,Transit,Kepler,False,5.32359434886608,,,,False
K2-269 b,K2-269,130.1551381,13.0146799,360.76,2018,Transit,K2,1.57,3.09,4.144965,1429.0,1041.5274,6209.0,1,Transit,K2,True,119.81956314778341,-226.66,268.65,81.24,True
TOI-1249 b,TOI-1249,200.5615762,66.3085331,139.49,2024,Transit,Transiting Exoplanet Survey Satellite (TESS),3.2710301,11.9,13.079151,726.89,48.6058,5497.0,1,Transit,TESS,True,50.110239489490034,-52.48,-19.69,127.73,True
Kepler-106 d,Kepler-106,300.864006,44.3375497,444.322,2014,Transit,Kepler,0.95,8.1,23.9802,649.0,45.357,5858.0,4,Transit,Kepler,True,7.280445838005157,163.03,-272.79,310.53,True
Kepler-1031 b,Kepler-1031,296.0898796,48.9554121,682.882,2016,Transit,Kepler,0.87,0.59,1.22621732,2024.0,3973.86,6011.0,1,Transit,Kepler,True,5.799465376808402,197.2,-402.72,515.03,True
